isbn13,bk_title,bk_authors,categories,thumbnail,description,published_year
9780330398046,Just as Long as We're Together,Judy Blume,Families,http://books.google.com/books/content?id=nJDx-6iUX3YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Stephanie and Rachel have been best friends for years, in spite of their differences. Alison is new in town, and immediately becomes an integral part of their group. But is it possible to have two best friends? And how can you call anyone a friend if you can't tell them your most painful secrets?",2006
9780330411738,Hour Game,David Baldacci,Fiction,http://books.google.com/books/content?id=A0i1qocdUhEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Baldacci's #1 ""New York Times"" bestseller brings back Sean King and Michelle Maxwell--the unstoppable duo from ""Split Second""--on the trails of two diabolical killers, one of whom is copying the other--and stealing the ""credit.""",2005
9780330412445,Bosnia,Noel Malcolm,Bosnia and Hercegovina,http://books.google.com/books/content?id=ToYfeuTfhF8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,This work aims to set the war in the Balkans in its full historical and political context. This edition includes a chapter covering the events between 1993 and 1995.,2002
9780330418881,Every Boy's Got One,Meg Cabot,Americans,http://books.google.com/books/content?id=2LJIx4Q3KSAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When cartoonist Jane Harris's best friend Holly announces that she's eloping to the Italian Riviera with longtime boyfriend Mark, and asks Jane to be her maid-of-honour, Jane jumps at the chance, delighted by the prospect of her first ever trip to Europe. What Jane doesn't gamble on is Mark's choice for best man, journalist Cal Langdon. It's hate at first sight for Jane and Cal. But when Holly and Mark's wedding plans hit a major snag that only Jane and Cal can repair, the two find themselves having to put aside their mutual dislike for one another in order to get their best friends on the road to wedded bliss - and end up on a path neither of them ever expected to tread. . . Told in diary form and in emails, Every Boy's Got One is a brilliant, funny and highly original follow on to the internationally successful Meg Cabot adult novels, The Guy Next Door and Boy Meets Girl.Boy Meets Girl: 'This tale is a hoot' Entertainment Weekly 'Cabot's novel is delightfully fun to read' Booklist",2005
9780330419123,Under the Banner of Heaven,Jon Krakauer,Mormon fundamentalism,http://books.google.com/books/content?id=pv-q6vwUb3sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Krakauer shifts his focus from extremes of physical adventure to extremes of religious belief in this true story of an appalling double murder committed by two Mormon Fundamentalist brothers who insist God commanded them to kill.,2004
9780330419154,Downsize This!,Michael Moore,American Wit And Humour,http://books.google.com/books/content?id=3Ai-PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Michael Moore has established himself as someone who just won't shut up, go away, or otherwise do what political and corporate fat cats would like him to do. He lifts the veil on the people who set themselves up as role models and exposes their vulnerable underbellies.",2002
9780330419581,Marching Powder,Rusty Young,Cocaine industry,http://books.google.com/books/content?id=rfFohfHH1RcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Inspired by the description of Bolivia's San Pedro Prison in the ""Lonely Planet"" guidebook, Young decided to spend four months listening to inmate McFadden and learning about one of the strangest places on earth.",2004
9780330419642,Absolute Power,David Baldacci,Murder,http://books.google.com/books/content?id=7MPcbr9ZgTcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"'Accomplished and amazing - one of the hottest reads around' DAILY MAIL Set in Washington D.C., this fascinating thriller of unparalleled suspense dares to explore an unthinkable abuse of power and criminal conspiracy: a vicious murder involving the US President and a cover-up orchestrared by his zealously loyal Chief of Staff and the Secret Service. But, unknown to the President and his lackeys, one unlikely witness saw everything.Trapped behind a two-way mirror in a country house in Maryland, Luther Whitney, a professional burglar, witnesses an event that destroys his faith in justice. By the time he escapes, pursued by two Secret Service agents, a young woman has been sexually assaulted, then shot dead. And a breathtaking cover-up has been set in motion. 'Baldacci's prose is fluent and amazing . . . this book is sure to make a killing' THE TIMES 'A high-octane legal thriller. An almost Shakespearian study in the nature of evil - horror in its purest form' SPECTATOR",2003
9780330433136,Chasing the Monsoon,Alexander Frater,India,http://books.google.com/books/content?id=5I7AAme3yfUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 1987 Frater was able to realize his dream of witnessing firsthand the most dramatic of meteorological events: the Indian monsoon. He followed it from its ""burst"" on the beaches of Trivandrum, through Delhi, Calcutta and across Bangladesh. The result is an illumination of the towering influence of nature over the lives and culture of India and her people.",2005
9780330444576,Indecision,Benjamin Kunkel,Fiction,http://books.google.com/books/content?id=waXVYKG0FFEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Dwight is only twenty-eight, but he's having a midlife crisis. Of course, living a dissolute, dorm like existence in a tiny apartment and working in tech support at Pfizer - are not especially conducive to wisdom. His biggest problem: a chronic inability to make up his mind. Encouraged by one of his roommates, he swallows the first fateful pill.",2006
9780330484770,American Psycho,Bret Easton Ellis,American fiction,http://books.google.com/books/content?id=dneIQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An international bestseller and true modern classic Patrick Bateman is twenty-six and works on Wall Street; he is handsome, sophisticated, charming and intelligent. He is also a psychopath. Taking us to a head-on collision with America's greatest dream – and its worst nightmare – American Psycho is a bleak, bitter, black comedy about a world we all recognize but do not wish to confront.Celebrating 40 years of outstanding international writing, this is one of the essential Picador novels reissued in a beautiful new series style.",2000
9780330487108,The Mimic Men,V. S. Naipaul,British,http://books.google.com/books/content?id=-mGZ062dBzAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A profound and moving and often humorous novel that evokes a colonial man's experience in the post-colonial world.A Tolstoyan spirit... The so-called thrid World has produced no more brilliant literary artist' John Updike, New Yorker Born of Indian heritage, raised in the British-dependent Caribbean island of Isabella, and educated in England, forty-year-old Ralph Singh has spent a lifetime struggling against the torment of cultural displacement. Now in exile from his native country, he has taken up residence at a quaint hotel in a London suburb, where he is writing his memoirs in an attempt to impose order on a chaotic existence. His memories lead him to recognize the cultural paradoxes and tainted fantasies of his colonial childhood and later life: his attempts to fit in at school, his short-lived marriage to an ostenatious white woman. But it is the return of Isabella and his subsequent immersion in the roiling political atmosphere of a newly self-governing nation - every kind of racial fantasy taking wing - that ultimately provide Singh with the necessary insight to discover the crux of his disillusionment. 'Ambitious and successful... Extremely perceptive' The Times 'The sweep of Naipaul's imagination, the brilliant fictional frame that expresses it, are in my view eithout equal today' New York Times Book Review",2002
9780330487146,A Bend in the River,V. S. Naipaul,Fiction,http://books.google.com/books/content?id=1zfGyiYEQ8UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"`Brilliant and terrifying`Observer I had to be the man who was doing well and more than well, the man whose drab shop concealed some bigger operation that made millions. I had to be the man who had planned it all, who had come to the destroyed town at the bend in the river because he had foreseen the rich future. `Salim, the narrator, is a young man from an Indian family of traders long resident on the coast of Centeral Africa. Salim has left the coast to make his way in the interior, there to take on a small trading shop of this and that, sudries, sold to the natives. The place is “a bend in the river”; it is Africa. The time is post-colonial, the time of Independence. The Europeans have withdrawn or been forced to withdraw and the scene is one of chaos, violent change, warring tribes, ignorance, isolation, poverty and a lack of prepartion for the modern world they have entered, or partially assumed as a sort of decoration. It is a story of historical upheaval and social breakdown. Naipaul has fashioned a work of intense imaginative force. It is a haunting creation, rich with incident and human bafflement, played out in an immense detail of landscape rendered with a poignant brilliance.`Elizabeth Hardwick `Always a master of fictional landscape, Naipaul here shows, in his variety of human examples and in his search for underlying social causes, a Tolstoyan spirit`John Updike",2002
